episode,timestep,reward,steps
1204,22770,0.93,8
1205,22790,0.81,20
1206,22798,0.93,8
1207,22809,0.9,11
1208,22817,0.93,8
1209,22825,0.93,8
1210,22833,0.93,8
1211,22842,0.92,9
1212,22850,0.93,8
1213,22858,0.93,8
1214,22882,0.77,24
1215,22890,0.93,8
1216,22898,0.93,8
1217,22906,0.93,8
1218,22909,-1.02,3
1219,22917,0.93,8
1220,22935,0.83,18
1221,22943,0.93,8
1222,22951,0.93,8
1223,22959,0.93,8
1224,22969,0.91,10
1225,22979,0.91,10
1226,22987,0.93,8
1227,22995,0.93,8
1228,23003,0.93,8
1229,23011,0.93,8
1230,23019,0.93,8
1231,23027,0.93,8
1232,23036,0.92,9
1233,23046,0.91,10
1234,23054,0.93,8
1235,23063,0.92,9
1236,23074,0.9,11
1237,23084,0.91,10
1238,23092,0.93,8
1239,23114,0.79,22
1240,23122,0.93,8
1241,23130,0.93,8
1242,23138,0.93,8
1243,23146,0.93,8
1244,23154,0.93,8
1245,23162,0.93,8
1246,23172,0.91,10
1247,23180,0.93,8
1248,23188,0.93,8
1249,23196,0.93,8
1250,23204,0.93,8
1251,23212,0.93,8
1252,23220,0.93,8
1253,23228,0.93,8
1254,23236,0.93,8
1255,23244,0.93,8
1256,23252,0.93,8
1257,23260,0.93,8
1258,23268,0.93,8
1259,23273,-1.04,5
1260,23281,0.93,8
1261,23289,0.93,8
1262,23298,0.92,9
1263,23306,0.93,8
1264,23310,-1.03,4
1265,23319,0.92,9
1266,23327,0.93,8
1267,23335,0.93,8
1268,23343,0.93,8
1269,23351,0.93,8
1270,23366,0.86,15
1271,23374,0.93,8
1272,23382,0.93,8
1273,23390,0.93,8
1274,23398,0.93,8
1275,23406,0.93,8
1276,23414,0.93,8
1277,23424,0.91,10
1278,23429,-1.04,5
1279,23438,0.92,9
1280,23446,0.93,8
1281,23456,0.91,10
1282,23468,0.89,12
1283,23474,-1.05,6
1284,23482,0.93,8
1285,23490,0.93,8
1286,23498,0.93,8
1287,23506,0.93,8
1288,23514,0.93,8
1289,23522,0.93,8
1290,23530,0.93,8
1291,23564,-1.33,34
1292,23572,0.93,8
1293,23580,0.93,8
1294,23588,0.93,8
1295,23597,0.92,9
1296,23605,0.93,8
1297,23613,0.93,8
1298,23621,0.93,8
1299,23629,0.93,8
1300,23639,0.91,10
1301,23653,0.87,14
1302,23661,0.93,8
1303,23671,0.91,10
1304,23692,0.8,21
1305,23702,0.91,10
1306,23712,0.91,10
1307,23729,0.84,17
1308,23737,0.93,8
1309,23752,0.86,15
1310,23760,0.93,8
1311,23768,0.93,8
1312,23781,0.88,13
1313,23791,0.91,10
1314,23799,0.93,8
1315,23826,0.74,27
1316,23837,0.9,11
1317,23869,0.69,32
1318,23897,0.73,28
1319,23905,0.93,8
1320,23920,0.86,15
1321,23928,0.93,8
1322,23936,0.93,8
1323,23944,0.93,8
1324,23966,0.79,22
1325,23974,0.93,8
1326,23992,0.83,18
1327,24000,0.93,8
1328,24009,0.92,9
1329,24019,0.91,10
1330,24030,0.9,11
1331,24038,0.93,8
1332,24058,0.81,20
1333,24066,0.93,8
1334,24075,0.92,9
1335,24103,0.73,28
1336,24111,-1.07,8
1337,24119,0.93,8
1338,24127,0.93,8
1339,24132,-1.04,5
1340,24147,0.86,15
1341,24155,0.93,8
1342,24167,0.89,12
1343,24175,0.93,8
1344,24183,0.93,8
1345,24191,0.93,8
1346,24199,0.93,8
1347,24207,0.93,8
1348,24215,0.93,8
1349,24223,0.93,8
1350,24231,0.93,8
1351,24239,0.93,8
1352,24247,0.93,8
1353,24255,0.93,8
1354,24263,0.93,8
1355,24272,0.92,9
1356,24280,0.93,8
1357,24288,0.93,8
1358,24296,0.93,8
1359,24304,0.93,8
1360,24312,0.93,8
1361,24320,0.93,8
1362,24328,0.93,8
1363,24339,0.9,11
1364,24347,0.93,8
1365,24355,0.93,8
1366,24364,0.92,9
1367,24372,0.93,8
1368,24380,0.93,8
1369,24388,0.93,8
1370,24396,0.93,8
1371,24426,0.71,30
1372,24454,0.73,28
1373,24462,0.93,8
1374,24478,0.85,16
1375,24488,0.91,10
1376,24496,0.93,8
1377,24504,0.93,8
1378,24512,0.93,8
1379,24520,0.93,8
1380,24537,0.84,17
1381,24547,0.91,10
1382,24555,0.93,8
1383,24563,0.93,8
1384,24589,0.75,26
1385,24597,0.93,8
1386,24605,0.93,8
1387,24613,0.93,8
1388,24621,0.93,8
1389,24631,0.91,10
1390,24640,0.92,9
1391,24648,0.93,8
1392,24656,0.93,8
1393,24666,0.91,10
1394,24674,0.93,8
1395,24686,0.89,12
1396,24694,0.93,8
1397,24703,0.92,9
1398,24711,0.93,8
1399,24719,0.93,8
1400,24727,0.93,8
1401,24735,0.93,8
1402,24751,0.85,16
1403,24774,0.78,23
1404,24782,0.93,8
1405,24796,0.87,14
1406,24805,0.92,9
1407,24813,0.93,8
1408,24827,0.87,14
1409,24840,0.88,13
1410,24848,0.93,8
1411,24852,-1.03,4
1412,24860,0.93,8
1413,24882,0.79,22
1414,24890,0.93,8
1415,24899,0.92,9
1416,24907,0.93,8
1417,24915,0.93,8
1418,24923,0.93,8
1419,24935,0.89,12
1420,24966,0.7,31
1421,24974,0.93,8
1422,24984,0.91,10
1423,25012,0.73,28
1424,25020,0.93,8
1425,25041,0.8,21
1426,25049,0.93,8
1427,25069,0.81,20
1428,25079,0.91,10
1429,25089,0.91,10
1430,25097,0.93,8
1431,25105,0.93,8
1432,25113,0.93,8
1433,25121,0.93,8
1434,25129,0.93,8
1435,25140,0.9,11
1436,25148,0.93,8
1437,25156,0.93,8
1438,25164,0.93,8
1439,25172,0.93,8
1440,25182,0.91,10
1441,25190,0.93,8
1442,25198,0.93,8
1443,25206,0.93,8
1444,25214,0.93,8
1445,25223,0.92,9
1446,25231,0.93,8
1447,25239,0.93,8
1448,25247,0.93,8
1449,25255,0.93,8
1450,25265,0.91,10
1451,25273,0.93,8
1452,25300,0.74,27
1453,25308,0.93,8
1454,25316,0.93,8
1455,25325,0.92,9
1456,25333,0.93,8
1457,25343,0.91,10
1458,25351,0.93,8
1459,25359,0.93,8
1460,25369,0.91,10
1461,25377,0.93,8
1462,25385,0.93,8
1463,25416,0.7,31
1464,25439,0.78,23
1465,25447,0.93,8
1466,25455,0.93,8
1467,25463,0.93,8
1468,25471,0.93,8
1469,25479,0.93,8
1470,25489,0.91,10
1471,25497,0.93,8
1472,25505,0.93,8
1473,25513,0.93,8
1474,25521,0.93,8
1475,25529,0.93,8
1476,25537,0.93,8
1477,25547,0.91,10
1478,25555,0.93,8
1479,25563,0.93,8
1480,25571,0.93,8
1481,25583,0.89,12
1482,25593,0.91,10
1483,25599,-1.05,6
1484,25607,0.93,8
1485,25615,0.93,8
1486,25623,0.93,8
1487,25632,0.92,9
1488,25640,0.93,8
1489,25652,0.89,12
1490,25660,0.93,8
1491,25676,0.85,16
1492,25684,0.93,8
1493,25692,0.93,8
1494,25715,0.78,23
1495,25723,0.93,8
1496,25731,0.93,8
1497,25739,0.93,8
1498,25751,0.89,12
1499,25763,0.89,12
1500,25771,0.93,8
1501,25784,0.88,13
1502,25792,0.93,8
1503,25800,0.93,8
1504,25825,0.76,25
1505,25836,0.9,11
1506,25853,0.84,17
1507,25863,0.91,10
1508,25871,0.93,8
1509,25883,0.89,12
1510,25891,0.93,8
1511,25895,-1.03,4
1512,25903,0.93,8
1513,25911,0.93,8
1514,25917,-1.05,6
1515,25925,0.93,8
1516,25934,0.92,9
1517,25942,0.93,8
1518,25950,0.93,8
1519,25958,0.93,8
1520,25997,0.62,39
1521,26005,0.93,8
1522,26015,0.91,10
1523,26023,0.93,8
1524,26031,0.93,8
1525,26040,0.92,9
1526,26048,0.93,8
1527,26061,-1.12,13
1528,26065,-1.03,4
1529,26084,0.82,19
1530,26098,0.87,14
1531,26106,0.93,8
1532,26114,0.93,8
1533,26122,0.93,8
1534,26131,0.92,9
1535,26139,0.93,8
1536,26148,0.92,9
1537,26156,0.93,8
1538,26165,0.92,9
1539,26173,0.93,8
1540,26185,0.89,12
1541,26217,0.69,32
1542,26225,0.93,8
1543,26233,0.93,8
1544,26243,0.91,10
1545,26253,0.91,10
1546,26261,0.93,8
1547,26269,0.93,8
1548,26277,0.93,8
1549,26285,0.93,8
1550,26293,0.93,8
1551,26301,0.93,8
1552,26309,0.93,8
1553,26317,0.93,8
1554,26320,-1.02,3
1555,26330,0.91,10
1556,26338,0.93,8
1557,26346,0.93,8
1558,26354,0.93,8
1559,26362,0.93,8
1560,26370,0.93,8
1561,26378,0.93,8
1562,26386,0.93,8
1563,26394,0.93,8
1564,26402,0.93,8
1565,26410,0.93,8
1566,26418,0.93,8
1567,26426,0.93,8
1568,26434,0.93,8
1569,26442,0.93,8
1570,26450,0.93,8
1571,26458,0.93,8
1572,26466,0.93,8
1573,26474,0.93,8
1574,26479,-1.04,5
1575,26489,0.91,10
1576,26497,0.93,8
1577,26505,0.93,8
1578,26513,0.93,8
1579,26521,0.93,8
1580,26529,0.93,8
1581,26537,0.93,8
1582,26547,0.91,10
1583,26555,0.93,8
1584,26563,0.93,8
1585,26571,0.93,8
1586,26579,0.93,8
1587,26587,0.93,8
1588,26595,0.93,8
1589,26603,0.93,8
1590,26611,0.93,8
1591,26619,0.93,8
1592,26627,0.93,8
1593,26635,0.93,8
1594,26643,0.93,8
1595,26655,0.89,12
1596,26663,0.93,8
1597,26671,0.93,8
1598,26679,0.93,8
1599,26687,0.93,8
1600,26695,0.93,8
1601,26703,0.93,8
1602,26711,0.93,8
1603,26721,0.91,10
1604,26729,0.93,8
1605,26737,0.93,8
1606,26747,0.91,10
1607,26755,0.93,8
1608,26763,0.93,8
1609,26771,0.93,8
1610,26779,0.93,8
1611,26787,0.93,8
1612,26795,0.93,8
1613,26803,0.93,8
1614,26813,0.91,10
1615,26821,0.93,8
1616,26829,0.93,8
1617,26866,0.64,37
1618,26874,0.93,8
1619,26882,0.93,8
1620,26890,0.93,8
1621,26898,0.93,8
1622,26906,0.93,8
1623,26914,0.93,8
1624,26922,0.93,8
1625,26930,0.93,8
1626,26938,0.93,8
1627,26988,-0.5,50
1628,27038,-0.5,50
1629,27053,0.86,15
1630,27061,0.93,8
1631,27067,-1.05,6
1632,27079,0.89,12
1633,27089,0.91,10
1634,27137,0.53,48
1635,27152,0.86,15
1636,27160,0.93,8
1637,27168,0.93,8
1638,27176,0.93,8
1639,27184,0.93,8
1640,27192,0.93,8
1641,27242,-0.5,50
1642,27250,0.93,8
1643,27262,0.89,12
1644,27270,0.93,8
1645,27296,0.75,26
1646,27304,0.93,8
1647,27325,0.8,21
1648,27333,0.93,8
1649,27345,0.89,12
1650,27384,0.62,39
1651,27434,-0.5,50
1652,27442,0.93,8
1653,27492,-0.5,50
1654,27533,0.6,41
1655,27581,0.53,48
1656,27593,0.89,12
1657,27601,0.93,8
1658,27609,0.93,8
1659,27659,-0.5,50
1660,27673,0.87,14
1661,27681,0.93,8
1662,27689,0.93,8
1663,27697,0.93,8
1664,27718,0.8,21
1665,27726,0.93,8
1666,27770,0.57,44
1667,27785,0.86,15
1668,27821,0.65,36
1669,27833,0.89,12
1670,27840,-1.06,7
1671,27850,0.91,10
1672,27858,0.93,8
1673,27868,0.91,10
1674,27890,0.79,22
1675,27899,0.92,9
1676,27907,0.93,8
1677,27915,0.93,8
1678,27923,0.93,8
1679,27931,0.93,8
1680,27941,0.91,10
1681,27949,0.93,8
1682,27952,-1.02,3
1683,27976,-1.23,24
1684,27987,-1.1,11
1685,27995,0.93,8
1686,28003,0.93,8
1687,28011,0.93,8
1688,28020,0.92,9
1689,28041,0.8,21
1690,28050,0.92,9
1691,28058,0.93,8
1692,28067,0.92,9
1693,28077,0.91,10
1694,28085,0.93,8
1695,28093,0.93,8
1696,28101,0.93,8
1697,28109,0.93,8
1698,28117,0.93,8
1699,28125,0.93,8
1700,28133,0.93,8
1701,28142,0.92,9
1702,28150,0.93,8
1703,28158,0.93,8
1704,28166,0.93,8
1705,28188,0.79,22
1706,28198,0.91,10
1707,28206,0.93,8
1708,28214,0.93,8
1709,28236,0.79,22
1710,28246,0.91,10
1711,28254,0.93,8
1712,28262,0.93,8
1713,28270,0.93,8
1714,28292,0.79,22
1715,28302,0.91,10
1716,28310,0.93,8
1717,28320,0.91,10
1718,28328,0.93,8
1719,28336,0.93,8
1720,28344,0.93,8
1721,28352,0.93,8
1722,28360,0.93,8
1723,28368,0.93,8
1724,28396,0.73,28
1725,28404,0.93,8
1726,28412,0.93,8
1727,28420,0.93,8
1728,28428,0.93,8
1729,28436,0.93,8
1730,28444,0.93,8
1731,28452,0.93,8
1732,28460,0.93,8
1733,28468,0.93,8
1734,28476,0.93,8
1735,28484,0.93,8
1736,28492,0.93,8
1737,28500,0.93,8
1738,28508,0.93,8
1739,28522,0.87,14
1740,28532,0.91,10
1741,28540,0.93,8
1742,28543,-1.02,3
1743,28551,0.93,8
1744,28561,0.91,10
1745,28567,-1.05,6
1746,28575,0.93,8
1747,28583,0.93,8
1748,28593,0.91,10
1749,28602,0.92,9
1750,28610,0.93,8
1751,28618,0.93,8
1752,28626,0.93,8
1753,28634,0.93,8
1754,28646,0.89,12
1755,28658,0.89,12
1756,28666,0.93,8
1757,28678,-1.11,12
1758,28690,0.89,12
1759,28714,0.77,24
1760,28724,0.91,10
1761,28742,0.83,18
1762,28752,0.91,10
1763,28762,0.91,10
1764,28770,0.93,8
1765,28778,0.93,8
1766,28801,0.78,23
1767,28809,0.93,8
1768,28819,0.91,10
1769,28831,0.89,12
1770,28841,0.91,10
1771,28849,0.93,8
1772,28857,0.93,8
1773,28867,0.91,10
1774,28875,0.93,8
1775,28889,0.87,14
1776,28897,0.93,8
1777,28905,0.93,8
1778,28913,0.93,8
1779,28922,0.92,9
1780,28930,0.93,8
1781,28938,0.93,8
1782,28951,0.88,13
1783,28960,0.92,9
1784,28969,0.92,9
1785,28977,0.93,8
1786,28982,-1.04,5
1787,28994,0.89,12
1788,29005,0.9,11
1789,29017,0.89,12
1790,29035,0.83,18
1791,29049,0.87,14
1792,29077,0.73,28
1793,29087,0.91,10
1794,29106,0.82,19
1795,29114,0.93,8
1796,29122,0.93,8
1797,29130,0.93,8
1798,29139,0.92,9
1799,29173,0.67,34
1800,29181,0.93,8
1801,29200,0.82,19
1802,29208,0.93,8
1803,29221,0.88,13
1804,29229,0.93,8
1805,29237,0.93,8
1806,29249,0.89,12
1807,29257,0.93,8
1808,29265,0.93,8
1809,29273,0.93,8
1810,29283,0.91,10
1811,29291,0.93,8
1812,29299,0.93,8
1813,29308,0.92,9
1814,29316,0.93,8
1815,29324,0.93,8
1816,29332,0.93,8
1817,29341,0.92,9
1818,29349,0.93,8
1819,29357,0.93,8
1820,29365,0.93,8
1821,29374,0.92,9
1822,29382,0.93,8
1823,29385,-1.02,3
1824,29393,0.93,8
1825,29401,0.93,8
1826,29409,0.93,8
1827,29417,0.93,8
1828,29425,0.93,8
1829,29436,0.9,11
1830,29444,0.93,8
1831,29452,0.93,8
1832,29455,-1.02,3
1833,29463,0.93,8
1834,29471,0.93,8
1835,29479,0.93,8
1836,29487,0.93,8
1837,29495,0.93,8
1838,29514,0.82,19
1839,29526,0.89,12
1840,29534,0.93,8
1841,29580,0.55,46
1842,29599,0.82,19
1843,29612,0.88,13
1844,29620,0.93,8
1845,29628,0.93,8
1846,29636,0.93,8
1847,29644,0.93,8
1848,29653,0.92,9
1849,29661,0.93,8
1850,29676,0.86,15
1851,29684,0.93,8
1852,29689,-1.04,5
1853,29697,0.93,8
1854,29705,0.93,8
1855,29715,0.91,10
1856,29723,0.93,8
1857,29733,0.91,10
1858,29741,0.93,8
1859,29749,0.93,8
1860,29757,0.93,8
1861,29765,0.93,8
1862,29782,0.84,17
1863,29792,0.91,10
1864,29800,0.93,8
1865,29810,0.91,10
1866,29818,0.93,8
1867,29827,0.92,9
1868,29835,0.93,8
1869,29845,0.91,10
1870,29855,0.91,10
1871,29865,0.91,10
1872,29873,0.93,8
1873,29881,0.93,8
1874,29889,0.93,8
1875,29897,0.93,8
1876,29909,0.89,12
1877,29917,0.93,8
1878,29927,0.91,10
1879,29935,0.93,8
1880,29945,0.91,10
1881,29953,0.93,8
1882,29961,0.93,8
1883,29969,0.93,8
1884,29977,0.93,8
1885,29985,0.93,8
1886,29994,0.92,9
